Table name,State,District,Area Name,Last residence,Last residence,Place of enumeration,Total migrants,Total migrants (M),Total migrants (F),Less than 1 year,Less than 1 year(M),Less than 1 year(F),1-4 years,1-4 years(M),1-4 years(F),5-9 years,5-9 years(M),5-9 years(F),10-19 years,10-19 years(M),10-19 years(F),20+ years,20+ years(M),20+ years(F),Duration not stated,Duration not stated(M),Duration not stated(F)
,,,,,Total/Rural/Urban/Country,Total/Rural/Urban,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females,Persons,Males,Females
D0302,7,97,South West,Gujarat,Total,Rural,79,45,34,12,10,2,18,8,10,17,9,8,18,13,5,12,4,8,2,1,1
D0302,7,97,South West,Gujarat,Total,Urban,"4,682","2,261","2,421",393,186,207,"1,710",788,922,896,427,469,714,351,363,699,359,340,270,150,120
D0302,7,97,South West,Gujarat,Rural,Total,873,420,453,72,34,38,299,136,163,136,63,73,130,60,70,193,105,88,43,22,21
D0302,7,97,South West,Gujarat,Rural,Rural,11,5,6,0,0,0,2,0,2,1,1,0,4,2,2,4,2,2,0,0,0
D0302,7,97,South West,Gujarat,Rural,Urban,862,415,447,72,34,38,297,136,161,135,62,73,126,58,68,189,103,86,43,22,21
D0302,7,97,South West,Gujarat,Urban,Total,"3,795","1,831","1,964",330,160,170,"1,413",653,760,771,371,400,595,302,293,511,254,257,175,91,84
D0302,7,97,South West,Gujarat,Urban,Rural,67,39,28,12,10,2,15,7,8,16,8,8,14,11,3,8,2,6,2,1,1
D0302,7,97,South West,Gujarat,Urban,Urban,"3,728","1,792","1,936",318,150,168,"1,398",646,752,755,363,392,581,291,290,503,252,251,173,90,83
D0302,7,97,South West,Daman & Diu,Total,Total,12,5,7,0,0,0,9,4,5,3,1,2,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Daman & Diu,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Daman & Diu,Total,Urban,12,5,7,0,0,0,9,4,5,3,1,2,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Daman & Diu,Rural,Total,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Daman & Diu,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Daman & Diu,Rural,Urban,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Daman & Diu,Urban,Total,11,5,6,0,0,0,9,4,5,2,1,1,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Daman & Diu,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Daman & Diu,Urban,Urban,11,5,6,0,0,0,9,4,5,2,1,1,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Dadra & Nagar Haveli,Total,Total,13,7,6,0,0,0,2,2,0,3,1,2,5,3,2,2,1,1,1,0,1
D0302,7,97,South West,Dadra & Nagar Haveli,Total,Rural,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Dadra & Nagar Haveli,Total,Urban,12,7,5,0,0,0,2,2,0,2,1,1,5,3,2,2,1,1,1,0,1
D0302,7,97,South West,Dadra & Nagar Haveli,Rural,Total,6,3,3,0,0,0,2,2,0,2,0,2,0,0,0,2,1,1,0,0,0
D0302,7,97,South West,Dadra & Nagar Haveli,Rural,Rural,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Dadra & Nagar Haveli,Rural,Urban,5,3,2,0,0,0,2,2,0,1,0,1,0,0,0,2,1,1,0,0,0
D0302,7,97,South West,Dadra & Nagar Haveli,Urban,Total,7,4,3,0,0,0,0,0,0,1,1,0,5,3,2,0,0,0,1,0,1
D0302,7,97,South West,Dadra & Nagar Haveli,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Dadra & Nagar Haveli,Urban,Urban,7,4,3,0,0,0,0,0,0,1,1,0,5,3,2,0,0,0,1,0,1
D0302,7,97,South West,Maharashtra,Total,Total,"16,418","7,961","8,457","1,604",761,843,"5,526","2,619","2,907","2,650","1,270","1,380","2,687","1,299","1,388","2,936","1,464","1,472","1,015",548,467
D0302,7,97,South West,Maharashtra,Total,Rural,187,80,107,9,3,6,47,23,24,62,25,37,47,20,27,17,8,9,5,1,4
D0302,7,97,South West,Maharashtra,Total,Urban,"16,231","7,881","8,350","1,595",758,837,"5,479","2,596","2,883","2,588","1,245","1,343","2,640","1,279","1,361","2,919","1,456","1,463","1,010",547,463
D0302,7,97,South West,Maharashtra,Rural,Total,"2,287","1,063","1,224",252,105,147,742,327,415,345,158,187,402,190,212,394,205,189,152,78,74
D0302,7,97,South West,Maharashtra,Rural,Rural,68,30,38,0,0,0,20,12,8,27,11,16,14,4,10,7,3,4,0,0,0
D0302,7,97,South West,Maharashtra,Rural,Urban,"2,219","1,033","1,186",252,105,147,722,315,407,318,147,171,388,186,202,387,202,185,152,78,74
D0302,7,97,South West,Maharashtra,Urban,Total,"13,702","6,645","7,057","1,335",648,687,"4,725","2,263","2,462","2,277","1,097","1,180","2,261","1,097","1,164","2,515","1,244","1,271",589,296,293
D0302,7,97,South West,Maharashtra,Urban,Rural,118,50,68,9,3,6,27,11,16,35,14,21,32,16,16,10,5,5,5,1,4
D0302,7,97,South West,Maharashtra,Urban,Urban,"13,584","6,595","6,989","1,326",645,681,"4,698","2,252","2,446","2,242","1,083","1,159","2,229","1,081","1,148","2,505","1,239","1,266",584,295,289
D0302,7,97,South West,Andhra Pradesh,Total,Total,"7,965","3,931","4,034",730,327,403,"2,720","1,293","1,427","1,291",627,664,"1,311",648,663,"1,331",687,644,582,349,233
D0302,7,97,South West,Andhra Pradesh,Total,Rural,50,19,31,3,2,1,18,8,10,12,3,9,9,5,4,6,1,5,2,0,2
D0302,7,97,South West,Andhra Pradesh,Total,Urban,"7,915","3,912","4,003",727,325,402,"2,702","1,285","1,417","1,279",624,655,"1,302",643,659,"1,325",686,639,580,349,231
D0302,7,97,South West,Andhra Pradesh,Rural,Total,"1,584",793,791,149,69,80,485,215,270,238,119,119,296,153,143,312,178,134,104,59,45
D0302,7,97,South West,Andhra Pradesh,Rural,Rural,6,0,6,0,0,0,1,0,1,2,0,2,0,0,0,3,0,3,0,0,0
D0302,7,97,South West,Andhra Pradesh,Rural,Urban,"1,578",793,785,149,69,80,484,215,269,236,119,117,296,153,143,309,178,131,104,59,45
D0302,7,97,South West,Andhra Pradesh,Urban,Total,"6,130","2,957","3,173",572,254,318,"2,204","1,063","1,141","1,042",499,543,"1,005",489,516,"1,006",502,504,301,150,151
D0302,7,97,South West,Andhra Pradesh,Urban,Rural,43,19,24,3,2,1,17,8,9,9,3,6,9,5,4,3,1,2,2,0,2
D0302,7,97,South West,Andhra Pradesh,Urban,Urban,"6,087","2,938","3,149",569,252,317,"2,187","1,055","1,132","1,033",496,537,996,484,512,"1,003",501,502,299,150,149
D0302,7,97,South West,Karnataka,Total,Total,"5,624","2,790","2,834",595,277,318,"2,155","1,061","1,094",877,416,461,787,394,393,859,441,418,351,201,150
D0302,7,97,South West,Karnataka,Total,Rural,13,7,6,0,0,0,5,2,3,1,1,0,4,2,2,3,2,1,0,0,0
D0302,7,97,South West,Karnataka,Total,Urban,"5,611","2,783","2,828",595,277,318,"2,150","1,059","1,091",876,415,461,783,392,391,856,439,417,351,201,150
D0302,7,97,South West,Karnataka,Rural,Total,891,431,460,107,48,59,263,122,141,116,45,71,161,84,77,206,108,98,38,24,14
D0302,7,97,South West,Karnataka,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Karnataka,Rural,Urban,891,431,460,107,48,59,263,122,141,116,45,71,161,84,77,206,108,98,38,24,14
D0302,7,97,South West,Karnataka,Urban,Total,"4,562","2,253","2,309",483,226,257,"1,880",933,947,758,369,389,616,304,312,643,327,316,182,94,88
D0302,7,97,South West,Karnataka,Urban,Rural,13,7,6,0,0,0,5,2,3,1,1,0,4,2,2,3,2,1,0,0,0
D0302,7,97,South West,Karnataka,Urban,Urban,"4,549","2,246","2,303",483,226,257,"1,875",931,944,757,368,389,612,302,310,640,325,315,182,94,88
D0302,7,97,South West,Goa,Total,Total,381,196,185,28,16,12,161,86,75,55,27,28,64,33,31,58,26,32,15,8,7
D0302,7,97,South West,Goa,Total,Rural,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Goa,Total,Urban,380,195,185,27,15,12,161,86,75,55,27,28,64,33,31,58,26,32,15,8,7
D0302,7,97,South West,Goa,Rural,Total,25,10,15,0,0,0,9,6,3,4,1,3,6,2,4,6,1,5,0,0,0
D0302,7,97,South West,Goa,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Goa,Rural,Urban,25,10,15,0,0,0,9,6,3,4,1,3,6,2,4,6,1,5,0,0,0
D0302,7,97,South West,Goa,Urban,Total,351,184,167,28,16,12,152,80,72,50,25,25,58,31,27,52,25,27,11,7,4
D0302,7,97,South West,Goa,Urban,Rural,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Goa,Urban,Urban,350,183,167,27,15,12,152,80,72,50,25,25,58,31,27,52,25,27,11,7,4
D0302,7,97,South West,Lakshadweep,Total,Total,12,7,5,2,1,1,1,1,0,2,1,1,2,2,0,4,2,2,1,0,1
D0302,7,97,South West,Lakshadweep,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Lakshadweep,Total,Urban,12,7,5,2,1,1,1,1,0,2,1,1,2,2,0,4,2,2,1,0,1
D0302,7,97,South West,Lakshadweep,Rural,Total,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0
D0302,7,97,South West,Lakshadweep,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Lakshadweep,Rural,Urban,3,3,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0
D0302,7,97,South West,Lakshadweep,Urban,Total,8,4,4,2,1,1,1,1,0,2,1,1,0,0,0,3,1,2,0,0,0
D0302,7,97,South West,Lakshadweep,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Lakshadweep,Urban,Urban,8,4,4,2,1,1,1,1,0,2,1,1,0,0,0,3,1,2,0,0,0
D0302,7,97,South West,Kerala,Total,Total,"11,622","5,722","5,900",595,272,323,"2,422","1,118","1,304","1,787",826,961,"2,368","1,088","1,280","3,671","1,951","1,720",779,467,312
D0302,7,97,South West,Kerala,Total,Rural,27,10,17,0,0,0,4,1,3,9,4,5,10,3,7,2,1,1,2,1,1
D0302,7,97,South West,Kerala,Total,Urban,"11,595","5,712","5,883",595,272,323,"2,418","1,117","1,301","1,778",822,956,"2,358","1,085","1,273","3,669","1,950","1,719",777,466,311
D0302,7,97,South West,Kerala,Rural,Total,"4,813","2,392","2,421",257,126,131,983,464,519,666,310,356,"1,099",508,591,"1,603",884,719,205,100,105
D0302,7,97,South West,Kerala,Rural,Rural,18,8,10,0,0,0,4,1,3,8,4,4,5,2,3,1,1,0,0,0,0
D0302,7,97,South West,Kerala,Rural,Urban,"4,795","2,384","2,411",257,126,131,979,463,516,658,306,352,"1,094",506,588,"1,602",883,719,205,100,105
D0302,7,97,South West,Kerala,Urban,Total,"6,384","3,051","3,333",329,142,187,"1,398",628,770,"1,098",507,591,"1,246",572,674,"2,046","1,059",987,267,143,124
D0302,7,97,South West,Kerala,Urban,Rural,9,2,7,0,0,0,0,0,0,1,0,1,5,1,4,1,0,1,2,1,1
D0302,7,97,South West,Kerala,Urban,Urban,"6,375","3,049","3,326",329,142,187,"1,398",628,770,"1,097",507,590,"1,241",571,670,"2,045","1,059",986,265,142,123
D0302,7,97,South West,Tamil Nadu,Total,Total,"13,709","6,779","6,930",727,360,367,"2,722","1,291","1,431","1,880",892,988,"2,768","1,303","1,465","4,892","2,544","2,348",720,389,331
D0302,7,97,South West,Tamil Nadu,Total,Rural,33,19,14,4,3,1,6,4,2,4,2,2,10,5,5,9,5,4,0,0,0
D0302,7,97,South West,Tamil Nadu,Total,Urban,"13,676","6,760","6,916",723,357,366,"2,716","1,287","1,429","1,876",890,986,"2,758","1,298","1,460","4,883","2,539","2,344",720,389,331
D0302,7,97,South West,Tamil Nadu,Rural,Total,"4,611","2,297","2,314",211,97,114,661,321,340,558,254,304,"1,025",489,536,"2,024","1,066",958,132,70,62
D0302,7,97,South West,Tamil Nadu,Rural,Rural,4,2,2,0,0,0,0,0,0,1,0,1,0,0,0,3,2,1,0,0,0
D0302,7,97,South West,Tamil Nadu,Rural,Urban,"4,607","2,295","2,312",211,97,114,661,321,340,557,254,303,"1,025",489,536,"2,021","1,064",957,132,70,62
D0302,7,97,South West,Tamil Nadu,Urban,Total,"8,770","4,290","4,480",509,259,250,"2,033",954,"1,079","1,306",633,673,"1,727",810,917,"2,828","1,464","1,364",367,170,197
D0302,7,97,South West,Tamil Nadu,Urban,Rural,28,16,12,4,3,1,6,4,2,2,1,1,10,5,5,6,3,3,0,0,0
D0302,7,97,South West,Tamil Nadu,Urban,Urban,"8,742","4,274","4,468",505,256,249,"2,027",950,"1,077","1,304",632,672,"1,717",805,912,"2,822","1,461","1,361",367,170,197
D0302,7,97,South West,Puducherry,Total,Total,131,68,63,9,4,5,36,21,15,20,7,13,31,14,17,27,17,10,8,5,3
D0302,7,97,South West,Puducherry,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Puducherry,Total,Urban,131,68,63,9,4,5,36,21,15,20,7,13,31,14,17,27,17,10,8,5,3
D0302,7,97,South West,Puducherry,Rural,Total,15,9,6,0,0,0,1,1,0,1,0,1,6,4,2,7,4,3,0,0,0
D0302,7,97,South West,Puducherry,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Puducherry,Rural,Urban,15,9,6,0,0,0,1,1,0,1,0,1,6,4,2,7,4,3,0,0,0
D0302,7,97,South West,Puducherry,Urban,Total,113,57,56,9,4,5,35,20,15,19,7,12,25,10,15,20,13,7,5,3,2
D0302,7,97,South West,Puducherry,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Puducherry,Urban,Urban,113,57,56,9,4,5,35,20,15,19,7,12,25,10,15,20,13,7,5,3,2
D0302,7,97,South West,Andaman & Nicobar Islands,Total,Total,288,138,150,35,18,17,131,54,77,54,25,29,40,21,19,23,17,6,5,3,2
D0302,7,97,South West,Andaman & Nicobar Islands,Total,Rural,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
D0302,7,97,South West,Andaman & Nicobar Islands,Total,Urban,286,137,149,35,18,17,130,54,76,54,25,29,39,20,19,23,17,6,5,3,2
D0302,7,97,South West,Andaman & Nicobar Islands,Rural,Total,48,22,26,7,3,4,19,8,11,7,2,5,8,4,4,4,3,1,3,2,1
D0302,7,97,South West,Andaman & Nicobar Islands,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,97,South West,Andaman & Nicobar Islands,Rural,Urban,48,22,26,7,3,4,19,8,11,7,2,5,8,4,4,4,3,1,3,2,1
D0302,7,97,South West,Andaman & Nicobar Islands,Urban,Total,240,116,124,28,15,13,112,46,66,47,23,24,32,17,15,19,14,5,2,1,1
D0302,7,97,South West,Andaman & Nicobar Islands,Urban,Rural,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
D0302,7,97,South West,Andaman & Nicobar Islands,Urban,Urban,238,115,123,28,15,13,111,46,65,47,23,24,31,16,15,19,14,5,2,1,1
D0302,7,98,South,Jammu & Kashmir,Total,Total,"9,801","5,052","4,749",631,330,301,"2,034","1,072",962,"1,594",810,784,"2,236","1,196","1,040","2,868","1,453","1,415",438,191,247
D0302,7,98,South,Jammu & Kashmir,Total,Rural,32,17,15,1,1,0,7,5,2,4,2,2,11,4,7,9,5,4,0,0,0
D0302,7,98,South,Jammu & Kashmir,Total,Urban,"9,769","5,035","4,734",630,329,301,"2,027","1,067",960,"1,590",808,782,"2,225","1,192","1,033","2,859","1,448","1,411",438,191,247
D0302,7,98,South,Jammu & Kashmir,Rural,Total,"1,470",801,669,111,54,57,384,228,156,206,115,91,337,188,149,370,194,176,62,22,40
D0302,7,98,South,Jammu & Kashmir,Rural,Rural,7,3,4,0,0,0,1,1,0,2,1,1,3,0,3,1,1,0,0,0,0
D0302,7,98,South,Jammu & Kashmir,Rural,Urban,"1,463",798,665,111,54,57,383,227,156,204,114,90,334,188,146,369,193,176,62,22,40
D0302,7,98,South,Jammu & Kashmir,Urban,Total,"8,200","4,194","4,006",518,275,243,"1,630",836,794,"1,373",687,686,"1,883","1,003",880,"2,464","1,247","1,217",332,146,186
D0302,7,98,South,Jammu & Kashmir,Urban,Rural,25,14,11,1,1,0,6,4,2,2,1,1,8,4,4,8,4,4,0,0,0
D0302,7,98,South,Jammu & Kashmir,Urban,Urban,"8,175","4,180","3,995",517,274,243,"1,624",832,792,"1,371",686,685,"1,875",999,876,"2,456","1,243","1,213",332,146,186
D0302,7,98,South,Himachal Pradesh,Total,Total,"15,578","8,326","7,252",432,197,235,"2,173","1,093","1,080","2,234","1,147","1,087","3,648","1,938","1,710","6,273","3,527","2,746",818,424,394
D0302,7,98,South,Himachal Pradesh,Total,Rural,35,20,15,0,0,0,8,3,5,12,7,5,4,2,2,11,8,3,0,0,0
D0302,7,98,South,Himachal Pradesh,Total,Urban,"15,543","8,306","7,237",432,197,235,"2,165","1,090","1,075","2,222","1,140","1,082","3,644","1,936","1,708","6,262","3,519","2,743",818,424,394
D0302,7,98,South,Himachal Pradesh,Rural,Total,"9,908","5,520","4,388",222,100,122,"1,347",708,639,"1,430",749,681,"2,526","1,367","1,159","3,987","2,377","1,610",396,219,177
D0302,7,98,South,Himachal Pradesh,Rural,Rural,19,11,8,0,0,0,3,1,2,5,3,2,3,1,2,8,6,2,0,0,0
D0302,7,98,South,Himachal Pradesh,Rural,Urban,"9,889","5,509","4,380",222,100,122,"1,344",707,637,"1,425",746,679,"2,523","1,366","1,157","3,979","2,371","1,608",396,219,177
D0302,7,98,South,Himachal Pradesh,Urban,Total,"5,360","2,642","2,718",201,91,110,788,365,423,783,383,400,"1,093",562,531,"2,241","1,127","1,114",254,114,140
D0302,7,98,South,Himachal Pradesh,Urban,Rural,16,9,7,0,0,0,5,2,3,7,4,3,1,1,0,3,2,1,0,0,0
D0302,7,98,South,Himachal Pradesh,Urban,Urban,"5,344","2,633","2,711",201,91,110,783,363,420,776,379,397,"1,092",561,531,"2,238","1,125","1,113",254,114,140
D0302,7,98,South,Punjab,Total,Total,"32,853","15,326","17,527",645,293,352,"3,025","1,282","1,743","3,119","1,287","1,832","5,545","2,410","3,135","18,865","9,317","9,548","1,654",737,917
D0302,7,98,South,Punjab,Total,Rural,152,74,78,5,2,3,16,7,9,19,7,12,55,28,27,51,28,23,6,2,4
D0302,7,98,South,Punjab,Total,Urban,"32,701","15,252","17,449",640,291,349,"3,009","1,275","1,734","3,100","1,280","1,820","5,490","2,382","3,108","18,814","9,289","9,525","1,648",735,913
D0302,7,98,South,Punjab,Rural,Total,"10,239","5,275","4,964",181,96,85,807,368,439,947,424,523,"1,848",899,949,"6,111","3,331","2,780",345,157,188
D0302,7,98,South,Punjab,Rural,Rural,45,24,21,1,0,1,0,0,0,7,2,5,13,8,5,24,14,10,0,0,0
D0302,7,98,South,Punjab,Rural,Urban,"10,194","5,251","4,943",180,96,84,807,368,439,940,422,518,"1,835",891,944,"6,087","3,317","2,770",345,157,188
D0302,7,98,South,Punjab,Urban,Total,"21,910","9,774","12,136",456,192,264,"2,159",890,"1,269","2,117",844,"1,273","3,623","1,481","2,142","12,566","5,925","6,641",989,442,547
D0302,7,98,South,Punjab,Urban,Rural,107,50,57,4,2,2,16,7,9,12,5,7,42,20,22,27,14,13,6,2,4
D0302,7,98,South,Punjab,Urban,Urban,"21,803","9,724","12,079",452,190,262,"2,143",883,"1,260","2,105",839,"1,266","3,581","1,461","2,120","12,539","5,911","6,628",983,440,543
D0302,7,98,South,Chandigarh,Total,Total,"2,015",889,"1,126",111,56,55,398,175,223,354,161,193,410,168,242,612,276,336,130,53,77
D0302,7,98,South,Chandigarh,Total,Rural,9,5,4,0,0,0,0,0,0,5,3,2,4,2,2,0,0,0,0,0,0
D0302,7,98,South,Chandigarh,Total,Urban,"2,006",884,"1,122",111,56,55,398,175,223,349,158,191,406,166,240,612,276,336,130,53,77
D0302,7,98,South,Chandigarh,Rural,Total,133,53,80,1,1,0,14,2,12,26,9,17,36,15,21,49,25,24,7,1,6
D0302,7,98,South,Chandigarh,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Chandigarh,Rural,Urban,133,53,80,1,1,0,14,2,12,26,9,17,36,15,21,49,25,24,7,1,6
D0302,7,98,South,Chandigarh,Urban,Total,"1,837",822,"1,015",110,55,55,379,173,206,324,151,173,370,152,218,556,248,308,98,43,55
D0302,7,98,South,Chandigarh,Urban,Rural,9,5,4,0,0,0,0,0,0,5,3,2,4,2,2,0,0,0,0,0,0
D0302,7,98,South,Chandigarh,Urban,Urban,"1,828",817,"1,011",110,55,55,379,173,206,319,148,171,366,150,216,556,248,308,98,43,55
D0302,7,98,South,Uttarakhand,Total,Total,"65,226","35,079","30,147","2,014","1,012","1,002","9,743","4,885","4,858","11,153","5,899","5,254","17,707","9,394","8,313","21,773","12,363","9,410","2,836","1,526","1,310"
D0302,7,98,South,Uttarakhand,Total,Rural,107,64,43,9,6,3,36,25,11,17,11,6,19,10,9,17,8,9,9,4,5
D0302,7,98,South,Uttarakhand,Total,Urban,"65,119","35,015","30,104","2,005","1,006",999,"9,707","4,860","4,847","11,136","5,888","5,248","17,688","9,384","8,304","21,756","12,355","9,401","2,827","1,522","1,305"
D0302,7,98,South,Uttarakhand,Rural,Total,"48,438","26,678","21,760","1,313",654,659,"6,804","3,474","3,330","8,353","4,446","3,907","13,824","7,498","6,326","16,670","9,808","6,862","1,474",798,676
D0302,7,98,South,Uttarakhand,Rural,Rural,76,47,29,8,5,3,22,15,7,15,9,6,14,8,6,11,7,4,6,3,3
D0302,7,98,South,Uttarakhand,Rural,Urban,"48,362","26,631","21,731","1,305",649,656,"6,782","3,459","3,323","8,338","4,437","3,901","13,810","7,490","6,320","16,659","9,801","6,858","1,468",795,673
D0302,7,98,South,Uttarakhand,Urban,Total,"15,587","7,753","7,834",662,335,327,"2,801","1,347","1,454","2,696","1,396","1,300","3,752","1,837","1,915","4,928","2,473","2,455",748,365,383
D0302,7,98,South,Uttarakhand,Urban,Rural,28,15,13,1,1,0,12,9,3,1,1,0,5,2,3,6,1,5,3,1,2
D0302,7,98,South,Uttarakhand,Urban,Urban,"15,559","7,738","7,821",661,334,327,"2,789","1,338","1,451","2,695","1,395","1,300","3,747","1,835","1,912","4,922","2,472","2,450",745,364,381
D0302,7,98,South,Haryana,Total,Total,"69,400","25,696","43,704","2,086",865,"1,221","9,475","3,406","6,069","9,524","3,315","6,209","15,030","5,340","9,690","29,480","11,404","18,076","3,805","1,366","2,439"
D0302,7,98,South,Haryana,Total,Rural,663,257,406,31,15,16,151,89,62,88,31,57,152,54,98,213,63,150,28,5,23
D0302,7,98,South,Haryana,Total,Urban,"68,737","25,439","43,298","2,055",850,"1,205","9,324","3,317","6,007","9,436","3,284","6,152","14,878","5,286","9,592","29,267","11,341","17,926","3,777","1,361","2,416"
D0302,7,98,South,Haryana,Rural,Total,"38,191","13,770","24,421",942,382,560,"4,624","1,580","3,044","4,921","1,618","3,303","8,588","3,012","5,576","17,446","6,617","10,829","1,670",561,"1,109"
D0302,7,98,South,Haryana,Rural,Rural,473,174,299,14,6,8,106,64,42,51,13,38,118,43,75,169,47,122,15,1,14
D0302,7,98,South,Haryana,Rural,Urban,"37,718","13,596","24,122",928,376,552,"4,518","1,516","3,002","4,870","1,605","3,265","8,470","2,969","5,501","17,277","6,570","10,707","1,655",560,"1,095"
D0302,7,98,South,Haryana,Urban,Total,"30,004","11,520","18,484","1,116",476,640,"4,717","1,799","2,918","4,509","1,663","2,846","6,313","2,287","4,026","11,745","4,699","7,046","1,604",596,"1,008"
D0302,7,98,South,Haryana,Urban,Rural,180,81,99,17,9,8,44,25,19,37,18,19,32,11,21,42,15,27,8,3,5
D0302,7,98,South,Haryana,Urban,Urban,"29,824","11,439","18,385","1,099",467,632,"4,673","1,774","2,899","4,472","1,645","2,827","6,281","2,276","4,005","11,703","4,684","7,019","1,596",593,"1,003"
D0302,7,98,South,NCT of Delhi,Total,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,NCT of Delhi,Total,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,NCT of Delhi,Total,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,NCT of Delhi,Rural,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,NCT of Delhi,Rural,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,NCT of Delhi,Rural,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,NCT of Delhi,Urban,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,NCT of Delhi,Urban,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,NCT of Delhi,Urban,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0302,7,98,South,Rajasthan,Total,Total,"60,402","31,332","29,070","1,743",888,855,"7,927","3,906","4,021","8,575","4,303","4,272","14,805","7,582","7,223","24,538","13,284","11,254","2,814","1,369","1,445"
D0302,7,98,South,Rajasthan,Total,Rural,162,82,80,14,4,10,43,24,19,37,15,22,33,20,13,30,16,14,5,3,2
D0302,7,98,South,Rajasthan,Total,Urban,"60,240","31,250","28,990","1,729",884,845,"7,884","3,882","4,002","8,538","4,288","4,250","14,772","7,562","7,210","24,508","13,268","11,240","2,809","1,366","1,443"
D0302,7,98,South,Rajasthan,Rural,Total,"40,723","22,002","18,721","1,060",544,516,"4,798","2,454","2,344","5,630","2,928","2,702","10,624","5,637","4,987","17,134","9,702","7,432","1,477",737,740
D0302,7,98,South,Rajasthan,Rural,Rural,129,69,60,12,3,9,36,21,15,32,13,19,19,15,4,25,14,11,5,3,2
D0302,7,98,South,Rajasthan,Rural,Urban,"40,594","21,933","18,661","1,048",541,507,"4,762","2,433","2,329","5,598","2,915","2,683","10,605","5,622","4,983","17,109","9,688","7,421","1,472",734,738
D0302,7,98,South,Rajasthan,Urban,Total,"18,753","8,904","9,849",662,337,325,"3,054","1,421","1,633","2,868","1,341","1,527","4,068","1,893","2,175","7,184","3,500","3,684",917,412,505
